92.0215	4.49926	-1.56756	11.2068	
118.233	4.48595	1.57776	12.853	
219.095	4.3259	-2.8978	2.8885	
219.517	4.46917	-2.81469	3.04405	
219.944	4.60909	-2.76824	3.16676	
220.38	4.74726	-2.74111	3.26107	
228.928	4.47827	-1.77376	3.65261	
237.72	4.53977	-1.48253	4.58863	
259.523	4.49945	-1.69464	12.6583	
564.369	4.51834	1.42045	17.4915	
697.856	4.57499	1.24956	5.30997	
703.484	4.5111	-2.14824	4.22712	
711.701	4.54677	-1.44598	4.97549	
92.0154	4.99975	-1.54434	11.2355	
118.232	4.99008	1.58689	12.7631	
220.565	4.85006	-2.80265	3.28347	
220.996	5.00888	-2.78077	3.34613	
221.443	5.16147	-2.77866	3.3864	
228.922	4.98717	-1.28497	3.60891	
237.602	5.01116	-1.3784	4.64328	
259.579	4.99578	-1.68203	12.6612	
564.446	5.00578	1.42566	17.6339	
698.008	4.99591	1.18336	5.36123	
703.69	4.85507	-2.1219	4.23671	
703.881	5.099	-2.19942	4.20975	
711.615	5.01658	-1.40309	5.06355	
91.9931	5.49988	-1.50542	11.2102	
118.226	5.49294	1.58879	12.6788	
222.032	5.39035	-2.79172	3.40078	
222.487	5.54804	-2.79764	3.40228	
222.952	5.70159	-2.81473	3.37867	
228.657	5.50116	-0.934574	3.72927	
237.502	5.50018	-1.37891	4.73145	
259.627	5.4917	-1.65782	12.638	
564.514	5.4988	1.43978	17.7976	
698.178	5.40587	1.12541	5.43766	
698.288	5.60828	1.17704	5.49351	
704.087	5.42383	-2.11649	4.14504	
704.287	5.71317	-2.30777	4.04251	
711.527	5.50203	-1.39954	5.20116	
91.95	5.9971	-1.46565	11.1494	
118.221	5.99499	1.58424	12.6148	
223.062	5.75187	-2.78127	3.36373	
223.521	5.91852	-2.78302	3.32272	
223.976	6.08008	-2.78754	3.26854	
224.41	6.24099	-2.81145	3.21953	
228.227	5.96456	-0.748359	3.95989	
228.275	6.01732	-0.83289	3.99871	
237.418	5.9945	-1.38055	4.83697	
259.662	5.98921	-1.63298	12.5985	
267.365	6.03579	-1.86724	3.92067	
564.573	5.99535	1.45913	17.9682	
698.463	6.01948	1.13143	5.59719	
704.489	6.01097	-2.1632	3.9284	
711.446	5.9992	-1.4104	5.36584	
91.8891	6.48909	-1.43429	11.0663	
118.215	6.49651	1.57453	12.5797	
224.582	6.30907	-2.75716	3.20621	
225.029	6.45119	-2.856	3.21622	
225.48	6.52513	-3.04535	3.3013	
226.013	6.48883	2.96939	3.46361	
226.727	6.35961	2.77325	3.72012	
227.918	6.51661	-1.16272	4.32838	
237.34	6.48892	-1.37022	4.9492	
259.689	6.48802	-1.61236	12.5431	
267.487	6.50348	-1.80957	4.04509	
564.62	6.49426	1.48151	18.1219	
698.649	6.41851	1.08418	5.69832	
698.777	6.61679	1.1441	5.76471	
704.669	6.32514	-2.03755	3.79847	
704.913	6.60747	-2.29246	3.62827	
711.373	6.50527	-1.4234	5.53842	
91.8128	6.97513	-1.41765	10.9659	
118.216	6.99742	1.56173	12.5778	
133.027	7.12842	2.79515	2.01124	
133.493	6.96631	2.79297	2.01035	
227.892	7.02239	-1.56797	4.68227	
237.271	6.9821	-1.358	5.06869	
259.703	6.98813	-1.59831	12.4836	
